{1,0,1,1,0,1,1,1,1,1,0,-1,0,0,0}->{4988942163698054660,0,11073643427184746115,12786563879566983934,11297505512155254377,0,16071282845234746120,0,3877329585571272712,0,0,0,0,0,2351088370595720278,0,0,0,0,0,0,0,9485612509064294181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{2,1,0,1,1,1,1,1,0,1,0,0,0,0,0}->{10860739550675742401,1575801467500097271,15432346270711039692,0,0,16908624229613386083,0,0,0,6908755195386501367,0,12230655570764797522,9632817245834476874,15588438248097191445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{1,0,1,1,0,0,0,1,1,1,0,0,0,-1,0}->{0,0,15292746396285261898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{0,1,0,1,0,1,1,0,1,1,0,0,-1,0,0}->{1428586150493445959,0,3674960714066933736,0,0,0,0,0,14658749303094349744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{0,0,1,1,0,1,1,1,0,0,0,0,-1,0,0}->{0,0,0,0,9223372036854776951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{0,1,0,0,1,1,0,1,1,2,0,0,0,0,0}->{4119490293016467252,0,0,0,0,13358472046223467936,0,0,0,14899208181494524009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{1,1,1,1,0,0,0,0,1,1,0,0,-1,0,0}->{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13082053270794834016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{1,1,1,0,1,0,-1,1,1,1,0,0,0,0,0}->{0,0,10803031392760155729,0,0,7643712680949395828,0,17429478275580625081,0,0,0,12512021525483236742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9698287635897948849,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{1,0,0,1,1,0,1,1,1,1,0,0,0,0,-1}->{0,564642635976363147,0,0,0,13781688424125694965,0,0,0,0,5221636625216243394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{1,0,1,0,1,2,1,1,1,1,0,0,0,0,0}->{11691005900011820821,13675810562794616619,14815658119761407052,413359208144825206,0,6976681171527154389,0,0,15334367923005133736,15405523242857016892,14196897250313146145,6458859331295088819,12578021573714515838,0,0,0,0,2427283798224660009,2916895926956697296,1121247878009170105,6589650103146276536,0,0,0,0,0,0,0,11404397333319010507,10937858390205017913,0,0,0,0,0,0,0,0,0,0,0}
{1,1,0,1,-1,1,1,1,0,1,0,0,0,0,0}->{6588702131607336640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{0,-1,1,1,0,1,1,1,0,1,0,0,0,0,0}->{8947794786866189119,0,0,2144621465480053554,16302122608229498003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{0,1,1,1,0,1,1,-1,1,1,0,0,0,0,0}->{2260251573269122016,0,17671574071921976829,0,0,0,16142125475681502488,0,17770700796505825388,0,0,0,0,0,16368210394847776193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{1,1,0,0,0,1,-1,1,1,1,0,0,0,0,0}->{7836857739027672577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{1,0,1,0,1,0,0,1,1,1,0,0,0,-1,0}->{0,0,1,0,0,18446744073709551556,0,0,0,0,0,8414172865465406176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{0,1,1,1,1,1,1,0,1,0,0,0,0,-1,0}->{0,7776008379250338985,2335826361605845205,0,0,0,4257463794897840814,0,0,0,0,0,12498384051431190244,0,0,4671888633685150269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{1,1,0,1,1,0,1,1,-1,1,0,0,0,0,0}->{0,12887591842166720138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{1,1,0,1,2,1,1,1,0,1,0,0,0,0,0}->{11757549514867741990,16125593293081488747,9370253254520857848,0,0,7965209498024778055,0,0,0,14635675629829023451,0,8739048102720479448,2338754555713873491,6536876524806899218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{1,1,0,-1,1,1,1,1,0,1,0,0,0,0,0}->{0,10300478405561940269,4643794504431280115,0,0,17231152402890367099,0,0,0,0,0,6827084325322192675,13902645361373990919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{1,0,1,2,0,0,1,1,1,1,0,0,0,0,0}->{632760198667776918,0,2606285988279689488,0,0,0,18285185696086426958,0,6687550774299225382,0,0,0,0,0,13010094300161027452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{0,1,1,0,1,0,1,1,1,0,0,0,0,0,-1}->{10701810755954872369,14055789527800554479,0,0,0,0,0,0,0,0,0,0,0,3499461926472927311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{0,1,0,1,1,1,1,1,1,1,0,0,0,-1,0}->{12578831555804590443,12070101156764762578,11786558116313054469,8730154706538557437,0,10371114652010989425,0,0,12624799418470681698,11570738463897846115,11585504383716093820,1459927994024885926,9013204899646829511,0,0,0,0,9563047723873464546,1763062267031835929,2651712294151941356,6965836213650633521,0,0,0,0,0,0,0,8265580270949363049,12836953736999537441,0,0,0,0,0,0,0,0,0,0,0}
{0,0,0,0,1,1,0,1,1,1,-1,0,0,0,0}->{507675885958540566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{1,1,0,0,1,0,1,0,1,0,-1,0,0,0,0}->{0,8578485861920214218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{1,2,1,1,1,1,1,0,1,1,0,0,0,0,0}->{7796249330665722143,12038559875282536583,11412653833430995087,0,0,16944388671887143628,11522744462047898737,2674191564702846532,6386038369073183841,7057460419511966227,1146565994056669848,2710335345108652220,4418452459440116185,16392285567157460450,10781607464495130211,4196619348879182861,17743483256434726123,7079137344155437931,5948856396978511481,0,0,0,0,9181775402717170017,0,0,15956083385136967646,8504427272328416902,0,0,0,0,0,0,0,0,0,0,0,0,0}
{1,2,0,1,1,1,1,0,1,1,0,0,0,0,0}->{2332776023508146653,7039823970389156760,15618921674046053023,0,0,17303656355632736497,0,10262888162142433159,18410489457104511488,12401546620936510579,3668850387391433596,8489822883973959997,16215997875317190542,16971585529252919774,0,0,0,5492516841312219132,9094062737614122812,0,0,0,0,0,0,0,14718262918234569268,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{0,2,0,0,1,0,1,1,1,1,0,0,0,0,0}->{0,17173776575304699139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{0,1,0,0,0,1,0,1,1,1,0,0,0,-1,0}->{14253509783183000638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{0,1,1,1,0,1,1,0,0,1,0,-1,0,0,0}->{7013021143788603297,0,0,0,0,0,0,0,0,0,0,0,0,0,259672629083078601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{0,1,0,1,1,1,1,1,1,1,0,0,-1,0,0}->{15575343694248077530,1310532345467108486,9462048276814213546,13169768574363730928,0,12036816989474456835,0,0,16397431766896767182,4880495950208673967,12999719809520279516,18327960131922786808,9013204899646829511,0,0,0,0,13327773478177588122,16520457525999478582,13569004859253245761,18033882657876364455,0,0,0,0,0,0,0,8265580270949363049,13796784322948651850,0,0,0,0,0,0,0,0,0,0,0}
{1,1,0,0,0,1,0,2,1,1,0,0,0,0,0}->{11352136583842837470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{0,0,1,1,0,1,0,1,1,1,0,0,-1,0,0}->{10782522489139242359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{1,0,1,0,1,1,1,1,1,2,0,0,0,0,0}->{7881660404091352146,16787626759321223757,6295541724110466995,7670696722196320070,0,15810794848921874220,0,0,8816686157253492623,18354421003280661320,11630886515968790512,16376767893739176224,11473465295231258115,0,0,0,0,3752280137807870402,15488911409401144018,15724125864194487086,10813196152492084735,0,0,0,0,0,0,0,0,6534505703697533513,0,0,0,0,0,0,0,0,0,0,0}
{1,0,0,1,1,0,0,1,1,1,0,0,0,0,-1}->{0,0,0,0,0,7078750571374722224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{-1,1,1,1,1,0,1,0,1,0,0,0,0,0,0}->{0,0,0,0,0,0,6148914691236517186,0,0,0,0,0,0,0,0,13791351309913910601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{0,1,0,1,0,1,1,1,1,0,0,0,0,-1,0}->{0,0,9388362333850501037,5306101602051180120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{0,1,1,1,0,1,1,-1,0,1,0,0,0,0,0}->{0,0,0,0,0,0,0,0,0,0,0,0,0,0,6062357148208823537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{1,1,1,0,1,-1,0,1,1,1,0,0,0,0,0}->{0,0,10803031392760155729,0,0,12717741254358654813,0,12355449702171366096,0,0,0,3288649488628460963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9698287635897948849,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{1,0,1,0,0,1,1,1,0,1,0,-1,0,0,0}->{0,0,1695537222306260779,5984780153266367887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{0,0,2,0,1,1,1,1,1,1,0,0,0,0,0}->{12490920369653600661,0,2606285988279689488,10314808232910248009,0,0,0,0,6687550774299225382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{2,1,1,0,1,0,1,0,0,1,0,0,0,0,0}->{0,2560597587548765194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{1,0,1,0,0,1,0,1,2,1,0,0,0,0,0}->{479864071862390764,0,7523918192508502741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{0,1,-1,0,1,1,1,0,1,1,0,0,0,0,0}->{0,7272898508007609519,0,0,0,3674960714066933736,0,0,0,0,402802534127847476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{0,1,1,0,0,0,1,1,1,0,-1,0,0,0,0}->{1429747643653369036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{1,2,1,1,1,1,1,1,1,1,0,0,0,0,0}->{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0}
{0,1,1,1,1,0,1,1,1,2,0,0,0,0,0}->{5305729317715958803,15869021645763160366,0,0,0,0,14548614345952227944,0,0,0,0,0,0,10670497405921311743,0,9877774923874581041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{1,0,1,1,0,1,1,0,1,1,-1,0,0,0,0}->{5488749583871567339,0,0,0,0,0,12655001246264415580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{1,0,1,1,0,0,1,1,1,1,0,0,-1,0,0}->{0,0,0,0,0,0,1295089180734203200,0,11367993502334829332,0,0,0,0,0,16418614242098373050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{1,1,0,1,0,1,1,0,1,2,0,0,0,0,0}->{14448965413693666963,0,12163739903150610296,0,0,0,0,0,5715291950917150749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{0,1,-1,1,0,1,1,0,1,1,0,0,0,0,0}->{1428586150493445959,0,3674960714066933736,0,0,0,0,0,1576696032299515728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}
{0,1,1,1,1,1,1,2,1,1,0,0,0,0,0}->{6171106084337651344,1570638961062173291,16698697079771945644,14587683275012744246,0,14119282483304162965,17928305260479190744,0,7763211743718345160,1555322385436298684,11282818830700862021,4861780507467914244,11051159549773119501,11095437272671341872,4396116879444977851,2149975926517236017,0,16025661230144888614,5283402693164160708,1061062586377468900,12954415203848006693,15616639120984987332,0,3003015585800799189,0,0,0,0,7499696993170828646,4748080377051210914,14205122068700410615,8764883385991231344,15874012025584816732,5915930053821165429,0,0,0,0,0,0,0}
